title,address,coordinates,id,metro,additionalAddress,seoname,ratingData,categories,phones,socialLinks,urls
Детская школа мотокросса СМ,"ул. Демьяна Бедного, вл1, Москва","[37.485925, 55.770491]",38998001301,"[{""id"": ""4237676049"", ""name"": ""Народное Ополчение"", ""distance"": ""740 м"", ""distanceValue"": 744.527, ""coordinates"": [37.4874472, 55.775472642], ""type"": ""metro"", ""color"": ""#60bfbf""}, {""id"": ""4237676949"", ""name"": ""Мнёвники"", ""distance"": ""1,62 км"", ""distanceValue"": 1622.57, ""coordinates"": [37.472634395, 55.761917817], ""type"": ""metro"", ""color"": ""#60bfbf""}, {""id"": ""1727708801"", ""name"": ""Хорошёво"", ""distance"": ""1,91 км"", ""distanceValue"": 1905.26, ""coordinates"": [37.507171051, 55.77683412], ""type"": ""metro"", ""color"": ""#ff4c4c""}]",,detskaya_shkola_motokrossa_sm,"{""ratingCount"": 33, ""ratingValue"": 5, ""reviewCount"": 32}","[{""id"": ""132743426043"", ""name"": ""Мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}, {""id"": ""237358410349"", ""name"": ""мотоаксессуары и мотоэкипировка"", ""class"": ""auto"", ""seoname"": ""motorcycle_equipment_and_accessories"", ""pluralName"": ""Мотоаксессуары и мотоэкипировка""}, {""id"": ""1874584455"", ""name"": ""автоклуб, мотоклуб"", ""class"": ""auto"", ""seoname"": ""auto_club_motorcycle_club"", ""pluralName"": ""Автоклубы, мотоклубы""}]","[{""number"": ""+7 (964) 503-47-36"", ""type"": ""phone"", ""value"": ""+79645034736""}]","[{""type"": ""telegram"", ""href"": ""https://t.me/boostmotokids"", ""readableHref"": ""@boostmotokids""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/motocrossmoscow"", ""readableHref"": ""vk.com/motocrossmoscow""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79645034736?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79645034736""}]","[""https://motocrossmoscow.ru/""]"
АвТрон,"Ясногорская ул., 21, корп. 1, Москва","[37.531501, 55.599313]",135466737092,"[{""id"": ""station__9858952"", ""name"": ""Ясенево"", ""distance"": ""800 м"", ""distanceValue"": 798.06, ""coordinates"": [37.534779946, 55.605526517], ""type"": ""metro"", ""color"": ""#f28b24""}, {""id"": ""station__9858863"", ""name"": ""Новоясеневская"", ""distance"": ""1,69 км"", ""distanceValue"": 1692.98, ""coordinates"": [37.55278649, 55.602033476], ""type"": ""metro"", ""color"": ""#f28b24""}, {""id"": ""station__9995502"", ""name"": ""Битцевский парк"", ""distance"": ""1,98 км"", ""distanceValue"": 1981.99, ""coordinates"": [37.556446024, 55.600461296], ""type"": ""metro"", ""color"": ""#98a8d9""}]",,avtron,"{""ratingCount"": 112, ""ratingValue"": 5, ""reviewCount"": 98}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (495) 134-54-44"", ""type"": ""phone"", ""value"": ""+74951345444""}, {""number"": ""+7 (985) 134-54-44"", ""type"": ""phone"", ""value"": ""+79851345444""}, {""number"": ""+7 (967) 134-54-44"", ""type"": ""phone"", ""value"": ""+79671345444""}, {""number"": ""+7 (915) 134-54-44"", ""type"": ""phone"", ""value"": ""+79151345444""}, {""number"": ""+7 (925) 134-54-44"", ""type"": ""phone"", ""value"": ""+79251345444""}, {""number"": ""+7 (495) 421-11-12"", ""type"": ""phone"", ""value"": ""+74954211112""}, {""number"": ""+7 (969) 134-54-44"", ""type"": ""phone"", ""value"": ""+79691345444""}]","[{""type"": ""whatsapp"", ""href"": ""https://wa.me/79251345444?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79251345444""}, {""type"": ""telegram"", ""href"": ""https://t.me/+79251345444"", ""readableHref"": ""@+79251345444""}]","[""http://www.av-tron.ru/""]"
Легион,"Рязанский просп., 77, Москва","[37.794882, 55.717376]",229818486828,"[{""id"": ""station__9858898"", ""name"": ""Рязанский проспект"", ""distance"": ""170 м"", ""distanceValue"": 170.514, ""coordinates"": [37.7937975, 55.717681221], ""type"": ""metro"", ""color"": ""#8647b2""}, {""id"": ""3974054700"", ""name"": ""Окская"", ""distance"": ""1,02 км"", ""distanceValue"": 1023.69, ""coordinates"": [37.782298367, 55.718565323], ""type"": ""metro"", ""color"": ""#e66ac0""}, {""id"": ""station__9858807"", ""name"": ""Выхино"", ""distance"": ""1,73 км"", ""distanceValue"": 1728.8, ""coordinates"": [37.817152778, 55.715800603], ""type"": ""metro"", ""color"": ""#8647b2""}]",,legion,"{""ratingCount"": 26, ""ratingValue"": 4.900000095367432, ""reviewCount"": 15}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (958) 462-54-83"", ""type"": ""phone"", ""value"": ""+79584625483"", ""info"": ""Многоканальный""}]","[{""type"": ""vkontakte"", ""href"": ""https://vk.com/autoshkola_legion"", ""readableHref"": ""vk.com/autoshkola_legion""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79255070125?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79255070125""}, {""type"": ""telegram"", ""href"": ""https://t.me/Avtoschool_Legion"", ""readableHref"": ""@Avtoschool_Legion""}]","[""https://avtoshkola-legion.ru/""]"
Эталон,"ш. Энтузиастов, 15/16, Москва","[37.716002, 55.751813]",161969044473,"[{""id"": ""station__9858771"", ""name"": ""Авиамоторная"", ""distance"": ""22 м"", ""distanceValue"": 22.6522, ""coordinates"": [37.716196919, 55.7516418], ""type"": ""metro"", ""color"": ""#ffd000""}, {""id"": ""3974056400"", ""name"": ""Авиамоторная"", ""distance"": ""330 м"", ""distanceValue"": 326.406, ""coordinates"": [37.716347659, 55.75380199], ""type"": ""metro"", ""color"": ""#60bfbf""}, {""id"": ""1727556971"", ""name"": ""Андроновка"", ""distance"": ""1,61 км"", ""distanceValue"": 1609.28, ""coordinates"": [37.736591055, 55.746431906], ""type"": ""metro"", ""color"": ""#ff4c4c""}]",,etalon,"{""ratingCount"": 16, ""ratingValue"": 4.800000190734863, ""reviewCount"": 14}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (495) 641-27-51"", ""type"": ""phone"", ""value"": ""+74956412751"", ""info"": ""многоканальный""}, {""number"": ""+7 (977) 675-20-47"", ""type"": ""phone"", ""value"": ""+79776752047""}]","[{""type"": ""telegram"", ""href"": ""https://t.me/avtoshkolaetalon99"", ""readableHref"": ""@avtoshkolaetalon99""}, {""type"": ""ok"", ""href"": ""https://ok.ru/group/54472807284979"", ""readableHref"": ""ok.ru/54472807284979""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79776752047?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79776752047""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/autoschool99"", ""readableHref"": ""vk.com/autoschool99""}]","[""https://avtoshkola-etalon.ru/aviamotornaya?utm_campaign=maps&utm_content=priority&utm_medium=cpc&utm_source=yandex&utm_term=button""]"
Формула успеха,"1-й Стрелковый пер., 3, Мытищи","[37.769477, 55.945722]",120956025337,[],этаж 1,formula_uspekha,"{""ratingCount"": 52, ""ratingValue"": 5, ""reviewCount"": 43}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (936) 522-02-02"", ""type"": ""phone"", ""value"": ""+79365220202""}]",,
NazarovMX,"Москва, Западный административный округ, район Крылатское","[37.43238, 55.759897]",232421964933,"[{""id"": ""station__9858836"", ""name"": ""Крылатское"", ""distance"": ""2,31 км"", ""distanceValue"": 2310.15, ""coordinates"": [37.408859522, 55.755679624], ""type"": ""metro"", ""color"": ""#0070bf""}, {""id"": ""station__9858855"", ""name"": ""Молодёжная"", ""distance"": ""2,81 км"", ""distanceValue"": 2806.99, ""coordinates"": [37.417950539, 55.740254945], ""type"": ""metro"", ""color"": ""#0070bf""}, {""id"": ""4419563260"", ""name"": ""Терехово"", ""distance"": ""3,2 км"", ""distanceValue"": 3238.6, ""coordinates"": [37.458609313, 55.747799954], ""type"": ""metro"", ""color"": ""#60bfbf""}]",,nazarovmx,"{""ratingCount"": 8, ""ratingValue"": 4.400000095367432, ""reviewCount"": 6}","[{""id"": ""132743426043"", ""name"": ""Мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (968) 979-19-33"", ""type"": ""phone"", ""value"": ""+79689791933""}]","[{""type"": ""vkontakte"", ""href"": ""http://vk.com/apollorussia"", ""readableHref"": ""vk.com/apollorussia""}, {""type"": ""youtube"", ""href"": ""http://youtube.com/channel/UCNDlJSDCQcpA8CDlf-p55fQ"", ""readableHref"": ""youtube.com/@UCNDlJSDCQcpA8CDlf-p55fQ""}, {""type"": ""telegram"", ""href"": ""https://t.me/mx_max3"", ""readableHref"": ""@mx_max3""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/club207153406"", ""readableHref"": ""vk.com/club207153406""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/nazarovmx"", ""readableHref"": ""vk.com/nazarovmx""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/public207153406"", ""readableHref"": ""vk.com/public207153406""}, {""type"": ""youtube"", ""href"": ""https://www.youtube.com/channel/UCNDlJSDCQcpA8CDlf-p55fQ?feature=emb_ch_name_ex"", ""readableHref"": ""www.youtube.com/@UCNDlJSDCQcpA8CDlf-p55fQ""}, {""type"": ""youtube"", ""href"": ""https://www.youtube.com/signin?context=popup&next=https://www.youtube.com/post_login"", ""readableHref"": ""www.youtube.com/@signin""}, {""type"": ""youtube"", ""href"": ""https://www.youtube.com/watch?feature=emb_imp_woyt&v=h3DeeLDRbks"", ""readableHref"": ""www.youtube.com/@watch""}, {""type"": ""youtube"", ""href"": ""https://www.youtube.com/watch?v=h3DeeLDRbks"", ""readableHref"": ""www.youtube.com/@watch""}]","[""https://nazarovmx.ru/"", ""http://apollomoto.ru/""]"
ТопГир,"Ленская ул., 2/21, Москва","[37.674561, 55.865849]",204906096570,"[{""id"": ""station__9858781"", ""name"": ""Бабушкинская"", ""distance"": ""920 м"", ""distanceValue"": 924.457, ""coordinates"": [37.663195721, 55.868401271], ""type"": ""metro"", ""color"": ""#f28b24""}, {""id"": ""station__9858900"", ""name"": ""Свиблово"", ""distance"": ""2,06 км"", ""distanceValue"": 2058.98, ""coordinates"": [37.653845162, 55.856145602], ""type"": ""metro"", ""color"": ""#f28b24""}, {""id"": ""station__9858851"", ""name"": ""Медведково"", ""distance"": ""2,99 км"", ""distanceValue"": 2988.31, ""coordinates"": [37.661239394, 55.885996272], ""type"": ""metro"", ""color"": ""#f28b24""}]",,topgir,"{""ratingCount"": 0, ""ratingValue"": 0, ""reviewCount"": 0}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (499) 955-39-54"", ""type"": ""phone"", ""value"": ""+74999553954""}]","[{""type"": ""vkontakte"", ""href"": ""https://vk.com/topgir.avtorsvk"", ""readableHref"": ""vk.com/topgir.avtorsvk""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79990059269?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79990059269""}, {""type"": ""telegram"", ""href"": ""https://t.me/avtoshkola_4_you"", ""readableHref"": ""@avtoshkola_4_you""}]","[""https://avtoshkola-tg.ru/?utm_campaign=avtoshkola-tg&utm_medium=msk&utm_source=ya""]"
Автомобилист,"Ленинский просп., 1/2, Химки","[37.453187, 55.89585]",79725400522,"[{""id"": ""2135150818"", ""name"": ""Ховрино"", ""distance"": ""3,8 км"", ""distanceValue"": 3832.79, ""coordinates"": [37.480662368, 55.879274306], ""type"": ""metro"", ""color"": ""#3aa63a""}, {""id"": ""3335468575"", ""name"": ""Беломорская"", ""distance"": ""4,7 км"", ""distanceValue"": 4708.85, ""coordinates"": [37.47625795, 55.86549115], ""type"": ""metro"", ""color"": ""#3aa63a""}]",,avtomobilist,"{""ratingCount"": 144, ""ratingValue"": 5, ""reviewCount"": 71}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (495) 642-27-70"", ""type"": ""phone"", ""value"": ""+74956422770""}]","[{""type"": ""telegram"", ""href"": ""https://t.me/avtomobilist50"", ""readableHref"": ""@avtomobilist50""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79997172770?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79997172770""}, {""type"": ""youtube"", ""href"": ""https://www.youtube.com/channel/UCP6hTzZNqHEtfll0OLw2T0Q"", ""readableHref"": ""www.youtube.com/@UCP6hTzZNqHEtfll0OLw2T0Q""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/avtom_rf"", ""readableHref"": ""vk.com/avtom_rf""}]","[""https://автомобилист.рф/""]"
Автоформула,"ул. Колонцова, 5, корп. 2, Мытищи","[37.764213, 55.914998]",159921498182,[],,avtoformula,"{""ratingCount"": 39, ""ratingValue"": 5, ""reviewCount"": 34}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}, {""id"": ""184106162"", ""name"": ""дополнительное образование"", ""class"": ""college"", ""seoname"": ""further_education"", ""pluralName"": ""Допобразование""}]","[{""number"": ""+7 (495) 161-66-46"", ""type"": ""phone"", ""value"": ""+74951616646""}]","[{""type"": ""vkontakte"", ""href"": ""https://vk.com/av_autoformula"", ""readableHref"": ""vk.com/av_autoformula""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/74951616646?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+74951616646""}, {""type"": ""youtube"", ""href"": ""https://www.youtube.com/@avto_formula?si=muvzJzvb21ccyZa-"", ""readableHref"": ""www.youtube.com/@avto_formula""}]","[""https://avtoformula-school.ru/""]"
Мотошкола 77,"просп. Мира, 222А, стр. 9, Москва","[37.668165, 55.840689]",99541327709,"[{""id"": ""1727545061"", ""name"": ""Ростокино"", ""distance"": ""208 м"", ""distanceValue"": 208.897, ""coordinates"": [37.668936923, 55.83935139], ""type"": ""metro"", ""color"": ""#ff4c4c""}, {""id"": ""station__9858900"", ""name"": ""Свиблово"", ""distance"": ""2,44 км"", ""distanceValue"": 2435.24, ""coordinates"": [37.654504536, 55.85574107], ""type"": ""metro"", ""color"": ""#f28b24""}, {""id"": ""1727542771"", ""name"": ""Ботанический сад"", ""distance"": ""2,59 км"", ""distanceValue"": 2593.24, ""coordinates"": [37.639689896, 55.845310676], ""type"": ""metro"", ""color"": ""#ff4c4c""}]",,motoshkola_77,"{""ratingCount"": 35, ""ratingValue"": 4.800000190734863, ""reviewCount"": 32}","[{""id"": ""132743426043"", ""name"": ""Мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (926) 953-50-77"", ""type"": ""phone"", ""value"": ""+79269535077""}, {""number"": ""+7 (926) 161-53-15"", ""type"": ""phone"", ""value"": ""+79261615315""}]",,"[""https://мотошкола77.рф/""]"
Реал,"Таганская ул., 3, Москва","[37.658681, 55.741082]",47202483661,"[{""id"": ""station__9858847"", ""name"": ""Марксистская"", ""distance"": ""169 м"", ""distanceValue"": 169.575, ""coordinates"": [37.656766401, 55.741065056], ""type"": ""metro"", ""color"": ""#ffd000""}, {""id"": ""station__9858916"", ""name"": ""Таганская"", ""distance"": ""340 м"", ""distanceValue"": 344.076, ""coordinates"": [37.653663413, 55.742342914], ""type"": ""metro"", ""color"": ""#805139""}, {""id"": ""station__9858917"", ""name"": ""Таганская"", ""distance"": ""430 м"", ""distanceValue"": 425.885, ""coordinates"": [37.653375163, 55.739723329], ""type"": ""metro"", ""color"": ""#8647b2""}]",этаж 3A,real,"{""ratingCount"": 115, ""ratingValue"": 5, ""reviewCount"": 105}","[{""id"": ""184105264"", ""name"": ""Автошкола"", ""class"": ""driving school"", ""seoname"": ""driving_school"", ""pluralName"": ""Автошколы""}, {""id"": ""132743426043"", ""name"": ""мотошкола"", ""class"": ""driving school"", ""seoname"": ""motorcycle_school"", ""pluralName"": ""Мотошколы""}]","[{""number"": ""+7 (495) 824-18-76"", ""type"": ""phone"", ""value"": ""+74958241876"", ""info"": ""Записаться на обучение""}]","[{""type"": ""youtube"", ""href"": ""https://www.youtube.com/channel/UC-q1oObrfNzAFPtPHm1bMfg"", ""readableHref"": ""www.youtube.com/@UC-q1oObrfNzAFPtPHm1bMfg""}, {""type"": ""vkontakte"", ""href"": ""https://vk.com/realtaganskaya"", ""readableHref"": ""vk.com/realtaganskaya""}, {""type"": ""whatsapp"", ""href"": ""https://wa.me/79251905153?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5"", ""readableHref"": ""+79251905153""}, {""type"": ""telegram"", ""href"": ""https://t.me/RealAvtoschool"", ""readableHref"": ""@RealAvtoschool""}]","[""https://real-avto.com/metro/avtoshkola-metro-taganskaya/?utm_source=ym""]"
